아파트명,건축년도,전용면적,거래금액,층,동,거래유형,계약년도,계약월,계약일,계약해지여부,계약해지사유발생일,등기일자,권리구분,매수자,매도자,중개사소재지,시군구코드,법정동,거래구분,date_id
북서울자이 폴라리스,,112.9104,"131,499",8,,직거래,2024,9,10,,,,,개인,개인,,강북구,미아동,분양권/입주권,2024-09-21
리버센 SK VIEW 롯데캐슬,,84.97,"113,730",14,,중개거래,2024,9,4,,,,,개인,개인,서울 중랑구,중랑구,중화동,분양권/입주권,2024-09-21
래미안 라그란데,,55.99,"84,660",7,,중개거래,2024,9,2,,,,,개인,개인,서울 동대문구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,74.98,"98,290",2,,중개거래,2024,9,18,,,,,개인,개인,대구 수성구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,59.98,"90,582",5,,중개거래,2024,9,8,,,,,개인,개인,서울 동대문구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,59.95,"105,000",16,,중개거래,2024,9,8,,,,입,개인,개인,서울 동대문구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,84.99,"110,652",3,,중개거래,2024,9,4,,,,,개인,개인,서울 동대문구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,59.95,"88,736",4,,중개거래,2024,9,3,,,,,개인,개인,서울 동대문구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,84.97,"113,684",3,,중개거래,2024,9,3,,,,,개인,개인,서울 동대문구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,84.97,"143,000",22,,중개거래,2024,9,7,,,,입,개인,개인,서울 동대문구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,74.99,"98,450",7,,중개거래,2024,9,4,,,,,개인,개인,서울 동대문구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,59.95,"92,100",12,,중개거래,2024,9,4,,,,,개인,개인,"경기 성남시 분당구, 서울 강동구",동대문구,이문동,분양권/입주권,2024-09-21
청량리 롯데캐슬 하이루체,,59.9314,"79,350",1,,직거래,2024,9,3,,,,,개인,개인,,동대문구,청량리동,분양권/입주권,2024-09-21
래미안 라그란데,,84.97,"113,442",5,,중개거래,2024,9,2,,,,,개인,개인,경기 성남시 중원구,동대문구,이문동,분양권/입주권,2024-09-21
래미안 라그란데,,59.95,"89,622",4,,중개거래,2024,9,2,,,,,개인,개인,서울 동대문구,동대문구,이문동,분양권/입주권,2024-09-21
롯데캐슬 이스트폴,,101.88,"159,480",3,,중개거래,2024,9,11,,,,,개인,개인,경기 성남시 분당구,광진구,자양동,분양권/입주권,2024-09-21
롯데캐슬 이스트폴,,101.88,"184,980",41,,중개거래,2024,9,12,,,,,개인,개인,경기 시흥시,광진구,자양동,분양권/입주권,2024-09-21
롯데캐슬 이스트폴,,84.86,"142,000",14,,중개거래,2024,9,6,,,,,개인,개인,"경기 성남시 중원구, 서울 강동구",광진구,자양동,분양권/입주권,2024-09-21
롯데캐슬 이스트폴,,101.88,"182,198",38,,직거래,2024,9,9,,,,,개인,개인,,광진구,자양동,분양권/입주권,2024-09-21
롯데캐슬 이스트폴,,101.88,"158,370",3,,중개거래,2024,9,9,,,,,개인,개인,"경기 성남시 분당구, 경기 성남시 중원구",광진구,자양동,분양권/입주권,2024-09-21
롯데캐슬 이스트폴,,84.86,"142,000",13,,중개거래,2024,9,4,,,,,개인,개인,"경기 성남시 분당구, 서울 강동구",광진구,자양동,분양권/입주권,2024-09-21
헬리오시티,2018.0,84.98,"228,000",10,,중개거래,2024,9,3,,,,,개인,개인,서울 송파구,송파구,가락동,실거래,2024-09-22
한신1,1993.0,84.53,"112,000",6,,중개거래,2024,9,4,,,,,개인,개인,서울 송파구,송파구,가락동,실거래,2024-09-22
석촌호수효성해링턴타워,2015.0,15.8307,"26,500",16,,중개거래,2024,9,6,,,,,개인,개인,서울 송파구,송파구,석촌동,실거래,2024-09-22
가락우성2,2000.0,46.81,"74,500",6,,중개거래,2024,9,4,,,,,개인,개인,서울 송파구,송파구,가락동,실거래,2024-09-22
헬리오시티,2018.0,110.66,"275,000",3,,중개거래,2024,9,3,,,,,개인,개인,서울 송파구,송파구,가락동,실거래,2024-09-22
위례중앙푸르지오2단지,2016.0,84.8984,"154,000",8,,중개거래,2024,9,6,,,,,개인,개인,"서울 송파구, 전남 여수시",송파구,장지동,실거래,2024-09-22
우성,1986.0,109.25,"157,000",7,,중개거래,2024,9,10,,,,,개인,개인,"서울 강남구, 서울 송파구",송파구,가락동,실거래,2024-09-22
송파시그니처롯데캐슬,2021.0,84.98,"167,000",18,,중개거래,2024,9,9,,,,,개인,개인,서울 송파구,송파구,거여동,실거래,2024-09-22
가락쌍용(2차),1999.0,84.42,"119,000",1,,중개거래,2024,9,1,,,,,개인,개인,서울 송파구,송파구,가락동,실거래,2024-09-22
잠실올림픽공원아이파크,2019.0,75.91,"185,000",18,,중개거래,2024,9,6,,,,,개인,개인,"서울 강남구, 서울 송파구",송파구,풍납동,실거래,2024-09-22
잠실엘스,2008.0,84.8,"270,000",16,,중개거래,2024,9,4,,,,,개인,개인,서울 송파구,송파구,잠실동,실거래,2024-09-22
가락(1차)쌍용아파트,1997.0,84.69,"150,000",20,,중개거래,2024,9,3,,,,,개인,개인,"경기 하남시, 서울 송파구",송파구,가락동,실거래,2024-09-22
올림픽카운티,2003.0,56.22,"62,300",10,,중개거래,2024,9,7,,,,,개인,개인,서울 송파구,송파구,방이동,실거래,2024-09-22
미성,1985.0,116.97,"128,000",11,,중개거래,2024,9,2,,,,,개인,개인,서울 송파구,송파구,풍납동,실거래,2024-09-22
방이금호어울림,2001.0,84.3,"97,000",2,,중개거래,2024,9,4,,,,,개인,개인,서울 송파구,송파구,방이동,실거래,2024-09-22
헬리오시티,2018.0,84.99,"233,000",5,,중개거래,2024,9,2,,,,,개인,개인,서울 송파구,송파구,가락동,실거래,2024-09-22
한강극동,1995.0,59.26,"87,000",3,,중개거래,2024,9,7,,,,,개인,개인,서울 송파구,송파구,풍납동,실거래,2024-09-22
파크리오,2008.0,84.79,"235,000",12,,중개거래,2024,9,7,,,,,개인,개인,서울 송파구,송파구,신천동,실거래,2024-09-22
장미1,1979.0,182.01,"415,000",11,,중개거래,2024,9,7,,,,,개인,개인,서울 송파구,송파구,신천동,실거래,2024-09-22
장미1,1979.0,82.45,"235,000",10,,중개거래,2024,9,7,,,,,개인,개인,서울 송파구,송파구,신천동,실거래,2024-09-22
올림픽선수기자촌2단지,1988.0,83.06,"210,000",21,,중개거래,2024,9,7,,,,,개인,개인,서울 송파구,송파구,방이동,실거래,2024-09-22
리센츠,2008.0,84.99,"271,500",17,,중개거래,2024,9,5,,,,,개인,개인,서울 송파구,송파구,잠실동,실거래,2024-09-22
헬리오시티,2018.0,99.6,"190,000",27,,직거래,2024,9,3,,,,,개인,개인,,송파구,가락동,실거래,2024-09-22
우성,1986.0,58.46,"121,000",5,,중개거래,2024,9,1,,,,,개인,개인,서울 송파구,송파구,가락동,실거래,2024-09-22
잠실엘스,2008.0,59.96,"228,000",17,,중개거래,2024,9,6,,,,,개인,개인,서울 송파구,송파구,잠실동,실거래,2024-09-22
장미1,1979.0,71.2,"210,000",7,,중개거래,2024,9,3,,,,,개인,개인,서울 송파구,송파구,신천동,실거래,2024-09-22
롯데캐슬퍼스트,2008.0,112.11,"160,000",5,,중개거래,2024,9,7,,,,,개인,개인,서울 강동구,강동구,암사동,실거래,2024-09-22
문화1,1998.0,82.76,"59,000",4,,중개거래,2024,9,6,,,,,개인,개인,서울 강동구,강동구,길동,실거래,2024-09-22
현대1,1996.0,59.88,"76,000",9,,중개거래,2024,9,2,,,,,개인,개인,서울 강동구,강동구,길동,실거래,2024-09-22
고덕 아이파크,2011.0,84.98,"160,000",12,,중개거래,2024,9,11,,,,,개인,개인,서울 강동구,강동구,고덕동,실거래,2024-09-22
태솔,2009.0,77.19,"54,500",2,,중개거래,2024,9,12,,,,,개인,개인,서울 강동구,강동구,길동,실거래,2024-09-22
강동큐브(2차),2013.0,12.52,"11,500",13,,중개거래,2024,9,13,,,24.09.13,,개인,개인,서울 강동구,강동구,길동,실거래,2024-09-22
암사라인,1996.0,84.87,"84,000",4,,중개거래,2024,9,6,,,,,개인,개인,서울 강동구,강동구,암사동,실거래,2024-09-22
아남1,1996.0,84.91,"100,500",7,,중개거래,2024,9,10,,,,,개인,개인,서울 강동구,강동구,고덕동,실거래,2024-09-22
대명사이버아파트,2001.0,59.84,"59,000",2,,중개거래,2024,9,3,,,,,개인,개인,서울 강동구,강동구,천호동,실거래,2024-09-22
고덕자이,2021.0,59.7084,"133,800",10,,중개거래,2024,9,4,,,,,개인,개인,서울 강동구,강동구,상일동,실거래,2024-09-22
고덕아르테온,2020.0,59.98,"141,500",15,,중개거래,2024,9,7,,,,,개인,개인,"서울 강동구, 서울 은평구",강동구,상일동,실거래,2024-09-22
롯데캐슬퍼스트,2008.0,59.99,"124,700",20,,중개거래,2024,9,7,,,,,개인,개인,서울 강동구,강동구,암사동,실거래,2024-09-22
천호동삼성아파트,1997.0,84.97,"93,000",10,,중개거래,2024,9,11,,,,,개인,개인,서울 강동구,강동구,천호동,실거래,2024-09-22
선광,1997.0,59.96,"65,000",3,,중개거래,2024,9,6,,,,,개인,개인,"서울 강동구, 서울 서초구",강동구,성내동,실거래,2024-09-22
둔촌푸르지오,2010.0,84.9,"123,500",10,,중개거래,2024,9,10,,,,,개인,개인,서울 강동구,강동구,둔촌동,실거래,2024-09-22
길동우성,1994.0,40.36,"58,000",12,,중개거래,2024,9,2,,,,,개인,개인,서울 강동구,강동구,길동,실거래,2024-09-22
현대2,1988.0,79.79,"94,500",10,,중개거래,2024,9,5,,,,,개인,개인,서울 강동구,강동구,둔촌동,실거래,2024-09-22
강동헤리티지자이,2024.0,59.98,"133,000",17,,중개거래,2024,9,4,,,,,법인,개인,서울 강동구,강동구,길동,실거래,2024-09-22
천호동삼성아파트,1997.0,59.86,"79,500",9,,중개거래,2024,9,5,,,,,개인,개인,"서울 강동구, 서울 중랑구",강동구,천호동,실거래,2024-09-22
암사라인,1996.0,59.34,"58,900",13,,중개거래,2024,9,3,,,,,개인,개인,서울 강동구,강동구,암사동,실거래,2024-09-22
선사현대아파트,2000.0,58.68,"90,000",3,,중개거래,2024,9,7,,,,,개인,개인,서울 강동구,강동구,암사동,실거래,2024-09-22
프라자,1984.0,83.4,"91,000",1,,중개거래,2024,9,7,,,,,개인,개인,서울 강동구,강동구,둔촌동,실거래,2024-09-22
에스케이허브진,2004.0,33.71,"32,800",7,,중개거래,2024,9,7,,,,,개인,개인,서울 강동구,강동구,성내동,실거래,2024-09-22
초원동아,1997.0,59.63,"64,500",6,,중개거래,2024,9,7,,,,,개인,개인,서울 강동구,강동구,둔촌동,실거래,2024-09-22
래미안솔베뉴,2019.0,59.11,"120,000",17,,중개거래,2024,9,7,,,,,개인,개인,서울 강동구,강동구,명일동,실거래,2024-09-22
둔촌역아치스톤(101동),2010.0,84.94,"93,000",5,,중개거래,2024,9,6,,,,,개인,개인,서울 강동구,강동구,성내동,실거래,2024-09-22
힐스테이트 강동 리버뷰,2019.0,59.9958,"112,000",17,,중개거래,2024,9,6,,,,,개인,개인,서울 성동구,강동구,암사동,실거래,2024-09-22
대명사이버아파트,2001.0,84.62,"64,000",5,,중개거래,2024,9,2,,,,,개인,개인,서울 강동구,강동구,천호동,실거래,2024-09-22
고덕롯데캐슬베네루체,2019.0,59.981,"126,700",16,,중개거래,2024,9,1,,,,,개인,개인,"서울 강동구, 서울 송파구",강동구,상일동,실거래,2024-09-22
우정에쉐르(101동),2004.0,84.24,"61,000",3,,중개거래,2024,9,5,,,,,개인,개인,서울 강동구,강동구,천호동,실거래,2024-09-22
에스케이허브진,2004.0,33.71,"33,000",10,,중개거래,2024,9,4,,,,,개인,개인,서울 강동구,강동구,성내동,실거래,2024-09-22
관악드림(동아),2003.0,84.96,"93,000",9,,중개거래,2024,9,19,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22
코스모블루,2012.0,14.25,"12,750",9,,중개거래,2024,9,14,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22
보라매갑을,2003.0,55.91,"58,500",16,,중개거래,2024,9,11,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22
서울대입구아이원(1560-61),2006.0,84.89,"93,000",13,,중개거래,2024,9,13,,,,,개인,개인,서울 송파구,관악구,봉천동,실거래,2024-09-22
현대(관악),1992.0,116.72,"98,800",8,,중개거래,2024,9,12,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22
서울대입구아이원(1560-61),2006.0,59.96,"80,000",13,,중개거래,2024,9,10,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22
현대(관악),1992.0,68.8,"69,000",1,,중개거래,2024,9,7,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22
벽산블루밍,2005.0,59.99,"77,400",17,,중개거래,2024,9,7,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22
벽산타운II,2003.0,57.36,"59,500",15,,중개거래,2024,9,7,,,,,개인,개인,"경기 파주시, 서울 관악구",관악구,봉천동,실거래,2024-09-22
동부,1993.0,60.38,"73,500",2,,중개거래,2024,9,9,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22
관악드림(동아),2003.0,84.96,"93,900",16,,중개거래,2024,9,7,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22
힐스테이트뉴포레,2022.0,59.9986,"100,500",35,103,중개거래,2024,9,5,,,24.09.09,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22
관악산휴먼시아2단지,2008.0,59.96,"59,000",16,,중개거래,2024,9,4,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22
동부,1993.0,50.57,"61,800",12,,중개거래,2024,9,2,,,,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22
관악산휴먼시아1단지,2008.0,84.97,"67,700",12,106,중개거래,2024,9,5,,,24.09.05,,개인,개인,서울 관악구,관악구,신림동,실거래,2024-09-22
현대(관악),1992.0,105.84,"90,000",5,,중개거래,2024,9,1,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22
현대(관악),1992.0,68.8,"78,000",7,,중개거래,2024,9,1,,,,,개인,개인,서울 관악구,관악구,봉천동,실거래,2024-09-22
신동아,1981.0,139.74,"350,000",7,,중개거래,2024,9,9,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22
서초동삼성쉐르빌2,2002.0,35.22,"27,500",3,,직거래,2024,9,5,,,24.09.06,,개인,개인,,서초구,서초동,실거래,2024-09-22
쌍용예가클래식,2006.0,89.844,"175,000",4,,중개거래,2024,9,4,,,,,개인,개인,서울 서초구,서초구,방배동,실거래,2024-09-22
신대방경남,2003.0,78.19,"90,000",1,,직거래,2024,9,10,,,,,개인,개인,,동작구,신대방동,실거래,2024-09-22
청운아파트,1994.0,61.7,"29,000",1,,중개거래,2024,9,3,,,,,개인,개인,서울 동작구,동작구,상도동,실거래,2024-09-22
래미안상도3차,2004.0,114.97,"156,500",14,,중개거래,2024,9,10,,,,,개인,개인,"서울 관악구, 서울 동작구",동작구,상도동,실거래,2024-09-22
힐스테이트 상도 센트럴파크,2012.0,84.7954,"148,000",13,,중개거래,2024,9,12,,,,,개인,개인,서울 동작구,동작구,상도동,실거래,2024-09-22
e편한세상상도노빌리티,2018.0,84.9704,"165,000",6,,중개거래,2024,9,3,,,,,개인,개인,서울 동작구,동작구,상도동,실거래,2024-09-22
흑석동양아파트,2003.0,59.511,"93,500",10,,중개거래,2024,9,7,,,,,개인,개인,서울 동작구,동작구,흑석동,실거래,2024-09-22
보라매삼성쉐르빌,2003.0,120.59,"147,000",11,,중개거래,2024,9,2,,,,,개인,개인,서울 동작구,동작구,신대방동,실거래,2024-09-22
경향렉스빌,2002.0,84.5802,"83,000",3,,중개거래,2024,9,9,,,,,개인,개인,서울 동작구,동작구,상도동,실거래,2024-09-22
대방동현대,1994.0,84.96,"107,200",19,,중개거래,2024,9,9,,,,,개인,개인,서울 동작구,동작구,대방동,실거래,2024-09-22
두산위브트레지움2차,2016.0,84.9736,"148,500",12,,중개거래,2024,9,3,,,,,개인,개인,서울 동작구,동작구,상도동,실거래,2024-09-22
이수푸르지오더프레티움,2021.0,84.9633,"190,000",4,,중개거래,2024,9,8,,,,,개인,개인,서울 동작구,동작구,사당동,실거래,2024-09-22
대림아파트,1993.0,59.84,"98,000",6,,중개거래,2024,9,6,,,,,개인,개인,서울 동작구,동작구,대방동,실거래,2024-09-22
흑석한강푸르지오,2012.0,84.98,"162,000",6,,중개거래,2024,9,8,,,,,개인,개인,서울 동작구,동작구,흑석동,실거래,2024-09-22
동작상떼빌,2006.0,84.98,"91,000",19,,중개거래,2024,9,7,,,,,개인,개인,서울 동작구,동작구,신대방동,실거래,2024-09-22
대우유로카운티,2003.0,142.129,"132,750",18,,중개거래,2024,9,4,,,,,개인,개인,서울 동작구,동작구,상도동,실거래,2024-09-22
신동아5,1998.0,114.68,"120,000",12,,중개거래,2024,9,7,,,,,개인,개인,서울 동작구,동작구,사당동,실거래,2024-09-22
두산위브트레지움,2011.0,59.773,"129,000",19,,중개거래,2024,9,7,,,,,개인,개인,서울 동작구,동작구,사당동,실거래,2024-09-22
상도현대,2003.0,59.72,"66,000",14,,중개거래,2024,9,2,,,,,개인,개인,서울 관악구,동작구,상도동,실거래,2024-09-22
메가스터디타워,2015.0,16.01,"17,800",11,,중개거래,2024,9,3,,,,,개인,개인,서울 동작구,동작구,노량진동,실거래,2024-09-22
상도역롯데캐슬파크엘,2021.0,59.9818,"137,000",10,105,중개거래,2024,9,1,,,24.09.02,,개인,개인,서울 동작구,동작구,상도동,실거래,2024-09-22
래미안상도3차,2004.0,84.96,"140,000",5,,중개거래,2024,9,9,,,,,개인,개인,"경기 시흥시, 서울 동작구",동작구,상도동,실거래,2024-09-22
무지개,1980.0,53.75,"46,500",2,,중개거래,2024,9,10,,,,,개인,개인,"경기 광명시, 서울 금천구",금천구,시흥동,실거래,2024-09-22
남서울힐스테이트,2014.0,59.817,"76,500",20,,중개거래,2024,9,19,,,,,개인,개인,서울 금천구,금천구,시흥동,실거래,2024-09-22
벽산,2000.0,84.99,"40,000",14,,직거래,2024,9,19,,,,,개인,개인,,금천구,시흥동,실거래,2024-09-22
금천롯데캐슬골드파크3차,2018.0,59.9662,"85,100",22,,중개거래,2024,9,11,,,,,개인,개인,서울 금천구,금천구,독산동,실거래,2024-09-22
두산,1998.0,59.84,"60,500",9,,중개거래,2024,9,7,,,,,개인,개인,"서울 구로구, 서울 금천구",금천구,가산동,실거래,2024-09-22
두산,1998.0,134.95,"86,000",7,,중개거래,2024,9,6,,,,,개인,개인,서울 금천구,금천구,가산동,실거래,2024-09-22
시흥(817-29),1975.0,44.13,"27,000",1,,중개거래,2024,9,12,,,,,개인,개인,서울 금천구,금천구,시흥동,실거래,2024-09-22
벽산,2000.0,84.99,"41,000",17,,직거래,2024,9,11,,,,,개인,개인,,금천구,시흥동,실거래,2024-09-22
무지개,1980.0,53.75,"46,500",8,,중개거래,2024,9,7,,,,,개인,개인,서울 금천구,금천구,시흥동,실거래,2024-09-22
삼익,1999.0,59.76,"44,700",14,,중개거래,2024,9,7,,,,,개인,개인,서울 금천구,금천구,시흥동,실거래,2024-09-22
금천롯데캐슬골드파크3차,2018.0,59.9672,"92,000",42,,중개거래,2024,9,6,,,,,개인,개인,서울 금천구,금천구,독산동,실거래,2024-09-22
관악산벽산타운5,2004.0,59.34,"44,400",6,,중개거래,2024,9,6,,,,,개인,개인,서울 금천구,금천구,시흥동,실거래,2024-09-22
독산주공14단지,1990.0,44.89,"36,500",12,1403,직거래,2024,9,5,,,24.09.05,,개인,개인,,금천구,독산동,실거래,2024-09-22
금천현대,2002.0,84.83,"69,000",7,,중개거래,2024,9,2,,,,,개인,개인,서울 금천구,금천구,독산동,실거래,2024-09-22
세진(1037-31),2005.0,60.87,"38,000",3,,중개거래,2024,9,3,,,,,개인,개인,서울 금천구,금천구,독산동,실거래,2024-09-22
남서울건영2,1989.0,41.34,"29,500",2,3,중개거래,2024,9,3,,,24.09.09,,개인,개인,서울 금천구,금천구,시흥동,실거래,2024-09-22
강변래미안,2002.0,79.43,"125,500",15,,중개거래,2024,9,7,,,,,개인,개인,서울 영등포구,영등포구,당산동,실거래,2024-09-22
브라이튼여의도,2023.0,113.9657,"413,400",30,,직거래,2024,9,3,,,,,법인,개인,,영등포구,여의도동,실거래,2024-09-22
삼성래미안,2001.0,114.87,"98,000",7,,중개거래,2024,9,7,,,,,개인,개인,서울 영등포구,영등포구,신길동,실거래,2024-09-22
아크로타워스퀘어,2017.0,84.69,"167,000",12,,중개거래,2024,9,7,,,,,개인,개인,서울 영등포구,영등포구,영등포동7가,실거래,2024-09-22
여의도의아침,2012.0,12.04,"11,500",8,,중개거래,2024,9,19,,,,,개인,개인,서울 영등포구,영등포구,영등포동1가,실거래,2024-09-22
한양,1975.0,149.59,"309,000",11,,중개거래,2024,9,9,,,,,개인,개인,서울 영등포구,영등포구,여의도동,실거래,2024-09-22
브라이튼여의도,2023.0,101.9509,"395,400",43,,직거래,2024,9,2,,,,,법인,개인,,영등포구,여의도동,실거래,2024-09-22
브라이튼여의도,2023.0,117.335,"417,300",16,,직거래,2024,9,2,,,,,법인,개인,,영등포구,여의도동,실거래,2024-09-22
브라이튼여의도,2023.0,101.9509,"376,100",30,,직거래,2024,9,2,,,,,법인,개인,,영등포구,여의도동,실거래,2024-09-22
브라이튼여의도,2023.0,132.5963,"493,400",20,,직거래,2024,9,3,,,,,법인,개인,,영등포구,여의도동,실거래,2024-09-22
브라이튼여의도,2023.0,101.9509,"367,500",36,,직거래,2024,9,2,,,,,법인,개인,,영등포구,여의도동,실거래,2024-09-22
브라이튼여의도,2023.0,101.9509,"376,100",28,,직거래,2024,9,2,,,,,법인,개인,,영등포구,여의도동,실거래,2024-09-22
당산현대3차,1988.0,84.93,"117,500",3,,중개거래,2024,9,2,,,,,개인,개인,서울 영등포구,영등포구,당산동4가,실거래,2024-09-22
양평한신,1996.0,59.94,"83,700",6,,중개거래,2024,9,7,,,,,개인,개인,서울 영등포구,영등포구,양평동5가,실거래,2024-09-22
당산삼성래미안4차,2003.0,115.78,"186,000",11,,중개거래,2024,9,3,,,,,개인,개인,서울 영등포구,영등포구,당산동5가,실거래,2024-09-22
아크로타워스퀘어,2017.0,59.7,"139,500",24,,중개거래,2024,9,10,,,,,개인,개인,서울 영등포구,영등포구,영등포동7가,실거래,2024-09-22
시범,1971.0,118.12,"265,000",12,,중개거래,2024,9,12,,,,,개인,개인,서울 영등포구,영등포구,여의도동,실거래,2024-09-22
공작,1976.0,91.97,"255,000",4,,중개거래,2024,9,9,,,,,개인,개인,서울 영등포구,영등포구,여의도동,실거래,2024-09-22
힐스테이트클래시안,2020.0,59.91,"130,000",7,,중개거래,2024,9,4,,,,,개인,개인,서울 영등포구,영등포구,신길동,실거래,2024-09-22
영등포중흥에스클래스,2021.0,59.97,"106,000",24,,중개거래,2024,9,6,,,,,개인,개인,서울 영등포구,영등포구,양평동1가,실거래,2024-09-22
헤렌어반,2011.0,13.216,"10,950",2,,중개거래,2024,9,2,,,,,개인,개인,서울 영등포구,영등포구,영등포동1가,실거래,2024-09-22
브라이튼여의도,2023.0,101.9509,"376,100",26,,직거래,2024,9,2,,,,,법인,개인,,영등포구,여의도동,실거래,2024-09-22
늘푸른,2008.0,78.58,"50,000",6,,중개거래,2024,9,7,,,,,개인,개인,서울 영등포구,영등포구,대림동,실거래,2024-09-22
e편한세상 문래 에듀플라츠,2020.0,59.9854,"100,500",5,,중개거래,2024,9,8,,,,,개인,개인,"경기 광주시, 서울 영등포구",영등포구,문래동6가,실거래,2024-09-22
현대2,1986.0,81.2,"92,000",1,,중개거래,2024,9,7,,,,,개인,개인,서울 영등포구,영등포구,당산동4가,실거래,2024-09-22
영등포자이르네,2022.0,49.01,"62,700",7,,중개거래,2024,9,7,,,,,개인,개인,서울 영등포구,영등포구,대림동,실거래,2024-09-22
문래해태,1999.0,65.65,"65,000",4,101,중개거래,2024,9,12,,,24.09.12,,개인,개인,서울 영등포구,영등포구,문래동3가,실거래,2024-09-22
아크로타워스퀘어,2017.0,59.7,"140,000",16,,중개거래,2024,9,2,,,,,개인,개인,"서울 동작구, 서울 영등포구",영등포구,영등포동7가,실거래,2024-09-22
삼환,1999.0,59.91,"95,000",8,,중개거래,2024,9,2,,,,,개인,개인,"서울 광진구, 서울 영등포구",영등포구,영등포동8가,실거래,2024-09-22
현대3차,1997.0,140.54,"78,000",18,306,직거래,2024,9,2,,,24.09.04,,개인,개인,,영등포구,대림동,실거래,2024-09-22
공작,1976.0,93.06,"239,500",11,,중개거래,2024,9,3,,,,,개인,개인,서울 영등포구,영등포구,여의도동,실거래,2024-09-22
현대3차,1997.0,59.83,"79,500",8,,중개거래,2024,9,2,,,,,개인,개인,서울 영등포구,영등포구,대림동,실거래,2024-09-22
래미안당산1차,1995.0,84.99,"127,000",19,,중개거래,2024,9,2,,,,,개인,개인,서울 영등포구,영등포구,당산동,실거래,2024-09-22
e편한세상영등포아델포레,2020.0,59.968,"105,000",15,,중개거래,2024,9,2,,,,,개인,개인,서울 영등포구,영등포구,대림동,실거래,2024-09-22
G밸리소홈,2018.0,16.1,"15,000",12,,직거래,2024,9,7,,,,,개인,개인,,영등포구,대림동,실거래,2024-09-22
포레나영등포센트럴,2020.0,84.8025,"139,500",20,,중개거래,2024,9,2,,,,,개인,개인,서울 영등포구,영등포구,영등포동7가,실거래,2024-09-22
한보구암마을,1999.0,59.58,"72,000",12,,중개거래,2024,9,1,,,,,개인,개인,"서울 강서구, 서울 마포구",강서구,가양동,실거래,2024-09-22
곰달래,1997.0,84.42,"50,000",2,,중개거래,2024,9,14,,,,,개인,개인,서울 강서구,강서구,화곡동,실거래,2024-09-22
"우장산아이파크,이편한세상",2008.0,114.98,"145,000",19,,중개거래,2024,9,1,,,,,개인,개인,서울 강서구,강서구,화곡동,실거래,2024-09-22
마곡삼성아파트,1998.0,59.97,"65,000",5,,중개거래,2024,9,9,,,,,개인,개인,서울 강서구,강서구,마곡동,실거래,2024-09-22
청솔,1994.0,49.2,"51,900",2,,중개거래,2024,9,8,,,,,개인,개인,"서울 강동구, 서울 강서구",강서구,방화동,실거래,2024-09-22
태승훼미리아파트5차,2010.0,61.14,"64,500",3,,중개거래,2024,9,2,,,,,개인,개인,"서울 강서구, 서울 마포구",강서구,내발산동,실거래,2024-09-22
"등촌7,8단지주공아파트",1994.0,41.85,"56,000",12,,중개거래,2024,9,6,,,,,개인,개인,서울 강서구,강서구,등촌동,실거래,2024-09-22
한보구암마을,1999.0,59.58,"65,000",2,,중개거래,2024,9,8,,,,,개인,개인,서울 강서구,강서구,가양동,실거래,2024-09-22
방화4단지,1994.0,100.35,"90,000",9,,중개거래,2024,9,6,,,,,개인,개인,서울 강서구,강서구,방화동,실거래,2024-09-22
강변한솔솔파크,2005.0,84.97,"104,500",10,,중개거래,2024,9,5,,,,,개인,개인,서울 강서구,강서구,염창동,실거래,2024-09-22
강서힐스테이트,2015.0,152.1,"160,000",9,,중개거래,2024,9,1,,,,,개인,개인,서울 강서구,강서구,화곡동,실거래,2024-09-22
스위트드림아파트,2019.0,50.38,"47,500",6,,중개거래,2024,9,4,,,,,개인,개인,서울 강서구,강서구,화곡동,실거래,2024-09-22
한미(286-1),1988.0,47.22,"43,000",1,,중개거래,2024,9,5,,,,,개인,개인,서울 강서구,강서구,방화동,실거래,2024-09-22
