aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,date_id
 ,롯데캐슬클라시아,11290-5086,1289,0,2022,개인, , ,"117,000",6,9,2024,중개거래,서울 성북구,59.8826,3,1289,1,N, ,숭인로8길,80,0,4121402,1,11290,,11290,개인,13400,길음동,2024-09-15
 ,보문파크뷰자이,11290-4536,458,0,2017,개인, , ,"96,500",6,9,2024,중개거래,서울 성북구,59.81,12,458,1,N, ,보문사길,111,0,4121804,1,11290,0.0,11290,개인,12800,보문동6가,2024-09-15
 ,삼익,11290-33,135,0,1983,개인, , ,"70,000",9,9,2024,중개거래,서울 성북구,98.04,2,135,1,N, ,안암로9길,30,0,4121431,1,11290,0.0,11290,개인,12300,안암동3가,2024-09-15
 ,월곡래미안루나밸리,11290-3572,226,0,2007,개인, , ,"91,500",9,9,2024,중개거래,서울 성북구,84.88,16,226,1,N, ,월곡로14길,26,0,4121461,1,11290,0.0,11290,개인,13600,하월곡동,2024-09-15
 ,정릉우성아파트 101~105동,11290-48,1020,0,2000,개인, , ,"65,200",5,9,2024,중개거래,서울 성북구,84.96,8,1020,1,N, ,북악산로,813,0,3100019,4,11290,0.0,11290,개인,13300,정릉동,2024-09-15
 ,월곡두산위브,11290-88,222,0,2003,개인, , ,"82,000",7,9,2024,중개거래,서울 성북구,84.843,5,222,1,N, ,오패산로,46,0,3005044,1,11290,0.0,11290,개인,13600,하월곡동,2024-09-15
 ,래미안아트리치,11290-4788,410,0,2019,개인, , ,"110,000",4,9,2024,중개거래,서울 성북구,84.98,11,410,1,N, ,돌곶이로8길,22,0,4121072,0,11290,,11290,개인,13900,석관동,2024-09-15
 ,돈암힐스테이트,11290-3519,639,0,2007,개인, , ,"100,000",10,9,2024,중개거래,서울 성북구,112.42,3,639,1,N, ,아리랑로,68,0,3107009,1,11290,0.0,11290,개인,10300,돈암동,2024-09-15
 ,동아에코빌,11290-71,101,0,2003,개인, , ,"73,000",7,9,2024,중개거래,서울 성북구,84.97,14,101,1,N, ,장월로1길,28,0,4121514,2,11290,0.0,11290,개인,13700,상월곡동,2024-09-15
 ,길음뉴타운4단지(e편한세상),11290-212,1281,0,2005,개인, , ,"72,800",7,9,2024,중개거래,서울 성북구,59.97,3,1281,1,N, ,길음로,118,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-15
 ,센트럴힐,11290-97,46,43,2003,개인, , ,"45,000",4,9,2024,중개거래,서울 성북구,66.84,5,46-43,1,N, ,종암로13길,16,11,4121654,1,11290,0.0,11290,개인,13500,종암동,2024-09-15
 ,베로니스,11290-4953,90,700,2020,개인, , ,"52,000",6,9,2024,중개거래,서울 성북구,56.97,14,90-700,1,N, ,화랑로1길,7,0,4121760,0,11290,0.0,11290,개인,13600,하월곡동,2024-09-15
 ,동아에코빌,11290-71,101,0,2003,개인, , ,"74,000",9,9,2024,중개거래,서울 성북구,84.97,5,101,1,N, ,장월로1길,28,0,4121514,2,11290,0.0,11290,개인,13700,상월곡동,2024-09-15
 ,길음뉴타운4단지(e편한세상),11290-212,1281,0,2005,개인, , ,"79,000",7,9,2024,중개거래,서울 성북구,59.97,9,1281,1,N, ,길음로,118,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-15
 ,길음뉴타운8단지(래미안),11290-3807,1284,0,2010,개인, , ,"94,000",7,9,2024,중개거래,서울 성북구,59.9,3,1284,1,N, ,길음로,33,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-15
 ,한진(609-1),11290-20,609,1,1998,개인, , ,"57,000",3,9,2024,중개거래,서울 성북구,59.58,17,609-1,1,N, ,성북로4길,52,0,4121351,2,11290,0.0,11290,개인,10300,돈암동,2024-09-15
 ,래미안포레카운티,11290-4834,322,0,2021,개인, , ,"103,000",3,9,2024,중개거래,서울 성북구,84.97,6,322,1,N, ,장월로,160,0,3107012,0,11290,,11290,개인,13800,장위동,2024-09-15
 ,종암에스케이,11290-65,104,1,1999,개인, , ,"76,000",4,9,2024,중개거래,서울 성북구,84.72,3,104-1,1,N, ,종암로24가길,53,0,4121668,1,11290,0.0,11290,개인,13500,종암동,2024-09-15
 ,안암동삼성래미안,11290-207,361,0,2005,개인, , ,"75,500",7,9,2024,중개거래,서울 성북구,59.6983,9,361,1,N, ,고려대로17가길,64,0,4856601,0,11290,,11290,개인,12100,안암동1가,2024-09-15
 ,안암동삼성래미안,11290-207,361,0,2005,개인,24.09.07,O,"75,500",7,9,2024,중개거래,서울 성북구,59.6983,9,361,1,N, ,고려대로17가길,64,0,4856601,0,11290,,11290,개인,12100,안암동1가,2024-09-15
 ,정릉풍림아이원,11290-82,239,0,2005,개인, , ,"49,700",7,9,2024,중개거래,서울 성북구,59.88,15,239,1,N, ,솔샘로,120,0,3005042,1,11290,0.0,11290,개인,13300,정릉동,2024-09-15
 ,이수브라운스톤돈암,11290-116,636,0,2004,개인, , ,"74,500",7,9,2024,중개거래,서울 성북구,59.99,4,636,1,N, ,북악산로,844,0,3100019,0,11290,,11290,개인,10300,돈암동,2024-09-15
 ,래미안아트리치,11290-4788,410,0,2019,개인, , ,"98,000",6,9,2024,중개거래,서울 성북구,59.98,18,410,1,N, ,돌곶이로8길,22,0,4121072,0,11290,,11290,개인,13900,석관동,2024-09-15
 ,라온유,11290-3696,1034,0,2008,개인, , ,"84,000",4,9,2024,중개거래,서울 성북구,84.65,26,1034,1,N, ,정릉로,307,0,3107014,2,11290,0.0,11290,개인,13300,정릉동,2024-09-15
 ,길음뉴타운4단지(e편한세상),11290-212,1281,0,2005,개인, , ,"77,000",7,9,2024,중개거래,서울 성북구,59.86,2,1281,1,N, ,길음로,118,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-15
 ,길음뉴타운1단지(래미안길음1차),11290-60,1279,0,2003,개인, , ,"119,500",5,9,2024,중개거래,서울 성북구,114.98,9,1279,1,N, ,길음로9길,40,0,4121010,2,11290,0.0,11290,개인,13400,길음동,2024-09-15
 ,이수브라운스톤돈암,11290-116,636,0,2004,개인, , ,"89,700",5,9,2024,중개거래,서울 성북구,84.97,4,636,1,N, ,북악산로,844,0,3100019,0,11290,,11290,개인,10300,돈암동,2024-09-15
 ,길음뉴타운4단지(e편한세상),11290-212,1281,0,2005,개인, , ,"90,000",4,9,2024,중개거래,서울 성북구,84.64,3,1281,1,N, ,길음로,118,0,3107001,1,11290,0.0,11290,개인,13400,길음동,2024-09-15
 ,월곡두산위브,11290-88,222,0,2003,개인, , ,"81,500",2,9,2024,중개거래,서울 성북구,84.843,17,222,1,N, ,오패산로,46,0,3005044,1,11290,0.0,11290,개인,13600,하월곡동,2024-09-15
 ,정릉힐스테이트3차,11290-3622,1031,0,2008,개인, , ,"67,000",4,9,2024,중개거래,서울 성북구,59.98,3,1031,1,N, ,보국문로,116,0,3107004,1,11290,0.0,11290,개인,13300,정릉동,2024-09-15
 ,돈암동해피트리,11290-3980,642,0,2013,개인, , ,"105,000",2,9,2024,중개거래,서울 성북구,132.43,8,642,1,N, ,아리랑로5길,92,0,4121416,1,11290,0.0,11290,개인,10300,돈암동,2024-09-15
 ,동신,11290-67,219,0,1998,개인, , ,"57,000",3,9,2024,중개거래,서울 성북구,59.88,3,219,1,N, ,오패산로3길,17,0,4121443,1,11290,0.0,11290,개인,13600,하월곡동,2024-09-15
 ,종암에스케이,11290-65,104,1,1999,개인, , ,"64,000",2,9,2024,중개거래,"서울 강남구, 서울 성북구",59.04,7,104-1,1,N, ,종암로24가길,53,0,4121668,1,11290,0.0,11290,개인,13500,종암동,2024-09-15
 ,이수브라운스톤돈암,11290-116,636,0,2004,개인, , ,"79,500",2,9,2024,중개거래,서울 성북구,84.97,1,636,1,N, ,북악산로,844,0,3100019,0,11290,,11290,개인,10300,돈암동,2024-09-15
 ,베라체캠퍼스,11230-2350,346,18,2013,개인, , ,"48,000",12,9,2024,중개거래,서울 동대문구,54.526,8,346-18,1,N, ,이문로,37,0,3105010,1,11230,0.0,11230,개인,10800,회기동,2024-09-15
 ,신동아,11230-2,779,0,1994,개인, , ,"68,500",2,9,2024,중개거래,서울 동대문구,58.59,7,779,1,N, ,무학로26길,30,0,4115147,1,11230,0.0,11230,개인,10200,용두동,2024-09-15
 ,안암골벽산,11230-84,153,0,2003,개인, , ,"85,000",5,9,2024,직거래, ,116.69,12,153,1,N, ,약령시로,25,0,3105006,1,11230,0.0,11230,개인,10300,제기동,2024-09-15
 ,대림e-편한세상,11230-65,225,0,2003,개인, , ,"79,800",9,9,2024,중개거래,서울 동대문구,59.958,4,225,1,N, ,한천로63길,10,0,4115643,1,11230,0.0,11230,개인,11000,이문동,2024-09-15
 ,장안푸르미에,11230-2389,466,5,2013,개인, , ,"13,000",11,9,2024,직거래, ,12.4972,10,466-5,1,N, ,천호대로97길,9,0,4115576,1,11230,0.0,11230,개인,10600,장안동,2024-09-15
 ,제이드파크(382-2),11230-2434,382,2,2014,개인, , ,"11,400",10,9,2024,중개거래,서울 동대문구,17.33,9,382-2,1,N, ,장한로21길,11,2,4115396,1,11230,0.0,11230,개인,10600,장안동,2024-09-15
 ,장안현대,11230-36,95,1,1984,개인, , ,"69,700",7,9,2024,중개거래,서울 동대문구,95.45,11,95-1,1,N, ,한천로,224,0,3005038,3,11230,0.0,11230,개인,10600,장안동,2024-09-15
 ,주공2,11230-64,57,0,2001,개인, , ,"67,500",7,9,2024,중개거래,서울 동대문구,59.13,9,57,1,N, ,한천로,248,0,3005038,4,11230,0.0,11230,개인,10900,휘경동,2024-09-15
 ,래미안장안2차,11230-129,329,3,2007,개인, , ,"107,000",2,9,2024,중개거래,서울 동대문구,112.92,1,329-3,1,N, ,장안벚꽃로,167,0,3105011,1,11230,0.0,11230,개인,10600,장안동,2024-09-15
 ,주공2,11230-64,57,0,2001,개인, , ,"39,900",6,9,2024,중개거래,서울 동대문구,39.97,4,57,1,N, ,한천로,248,0,3005038,4,11230,0.0,11230,개인,10900,휘경동,2024-09-15
 ,래미안위브,11230-2587,1003,0,2014,개인, , ,"135,000",7,9,2024,중개거래,서울 동대문구,84.98,19,1003,1,N, ,답십리로,130,0,3005025,3,11230,0.0,11230,개인,10500,답십리동,2024-09-15
 ,답십리청솔우성,11230-26,80,0,2000,개인, , ,"76,500",7,9,2024,중개거래,서울 동대문구,59.89,8,80,1,N, ,전농로10길,20,0,4115424,1,11230,0.0,11230,개인,10500,답십리동,2024-09-15
 ,동양1차,11230-57,115,0,2000,개인, , ,"65,100",9,9,2024,중개거래,서울 금천구,59.85,5,115,1,N, ,망우로,135,0,3005032,2,11230,0.0,11230,개인,10900,휘경동,2024-09-15
 ,태솔타운(1차),11230-2300,344,8,2012,개인, , ,"31,000",6,9,2024,중개거래,서울 동대문구,49.77,4,344-8,1,N, ,장한로26가길,15,0,4115401,1,11230,0.0,11230,개인,10600,장안동,2024-09-15
 ,동양1차,11230-57,115,0,2000,개인,24.09.09,O,"65,100",8,9,2024,중개거래,서울 금천구,59.85,5,115,1,N, ,망우로,135,0,3005032,2,11230,0.0,11230,개인,10900,휘경동,2024-09-15
 ,래미안장안,11230-70,354,2,2003,개인, , ,"98,500",6,9,2024,중개거래,서울 동대문구,84.774,16,354-2,1,N, ,장한로14길,81,0,4115391,1,11230,0.0,11230,개인,10600,장안동,2024-09-15
 ,주공1,11230-53,57,0,2001,개인, , ,"87,500",6,9,2024,중개거래,서울 동대문구,114.96,8,57,1,N, ,한천로,248,0,3005038,4,11230,0.0,11230,개인,10900,휘경동,2024-09-15
 ,주공2,11230-64,57,0,2001,개인, , ,"43,700",2,9,2024,중개거래,서울 동대문구,39.98,14,57,1,N, ,한천로,248,0,3005038,4,11230,0.0,11230,개인,10900,휘경동,2024-09-15
 ,래미안장안,11230-70,354,2,2003,개인, , ,"82,000",2,9,2024,중개거래,서울 동대문구,59.86,13,354-2,1,N, ,장한로14길,81,0,4115391,1,11230,0.0,11230,개인,10600,장안동,2024-09-15
 ,래미안장안2차,11230-129,329,3,2007,개인, , ,"98,500",2,9,2024,중개거래,서울 동대문구,81.05,11,329-3,1,N, ,장안벚꽃로,167,0,3105011,1,11230,0.0,11230,개인,10600,장안동,2024-09-15
 ,휘경SK뷰,11230-2908,372,0,2019,개인, , ,"109,000",4,9,2024,중개거래,서울 성북구,84.62,14,372,1,N, ,휘경로,60,0,3105021,1,11230,0.0,11230,개인,10900,휘경동,2024-09-15
 ,동대문롯데캐슬노블레스,11230-2822,695,0,2018,개인, , ,"122,000",4,9,2024,중개거래,서울 동대문구,59.98,12,695,1,N, ,답십리로23길,30,0,4115061,1,11230,0.0,11230,개인,10400,전농동,2024-09-15
 ,브라운스톤휘경,11230-2283,368,0,2013,개인, , ,"74,500",2,9,2024,중개거래,서울 동대문구,59.78,4,368,1,N, ,망우로20길,86,0,4115127,1,11230,0.0,11230,개인,10900,휘경동,2024-09-15
102,삼익,11230-61,73,0,1997,개인, , ,"40,000",2,9,2024,중개거래,서울 동대문구,59.95,2,73,1,N,24.09.02,한천로55길,9,0,4115639,1,11230,0.0,11230,개인,11000,이문동,2024-09-15
 ,경남아너스빌,11215-62,666,28,1997,개인, , ,"87,800",10,9,2024,중개거래,서울 광진구,59.79,17,666-28,1,N, ,자양로3길,55,0,4112446,1,11215,0.0,11215,개인,10500,자양동,2024-09-15
 ,자양10차현대홈타운,11215-81,792,0,2002,개인, , ,"124,000",7,9,2024,중개거래,서울 광진구,84.46,1,792,1,N, ,뚝섬로34길,25,19,4112257,1,11215,0.0,11215,개인,10500,자양동,2024-09-15
 ,씨즈건대힐스,11215-4313,530,0,2017,개인, , ,"17,000",10,9,2024,직거래, ,14.23,2,530,1,N,24.09.10,광나루로20길,17,0,4112013,0,11215,0.0,11215,개인,10700,화양동,2024-09-15
 ,자양호반써밋,11215-4849,861,0,2021,개인, , ,"96,000",7,9,2024,중개거래,서울 광진구,40.2673,25,861,1,N, ,능동로,69,0,3104007,3,11215,0.0,11215,개인,10500,자양동,2024-09-15
 ,이튼타워리버5차,11215-2790,856,0,2009,개인, , ,"168,000",3,9,2024,중개거래,서울 광진구,84.98,5,856,1,N, ,능동로4길,40,0,4112166,1,11215,0.0,11215,개인,10500,자양동,2024-09-15
 ,트리마제,11200-3141,718,0,2017,개인, , ,"400,000",2,9,2024,중개거래,서울 성동구,84.8111,36,718,1,N, ,왕십리로,16,0,3005011,0,11200,,11200,개인,11400,성수동1가,2024-09-15
 ,서울숲푸르지오,11200-2820,340,0,2007,개인, , ,"139,500",4,9,2024,중개거래,서울 성동구,59.99,5,340,1,N, ,금호로,15,0,3103001,3,11200,0.0,11200,개인,11200,금호동4가,2024-09-15
 ,무학현대,11200-3,992,0,1996,개인,24.09.13,O,"80,000",12,9,2024,중개거래,서울 성동구,84.495,2,992,1,N, ,무학봉길,49,0,4109280,0,11200,0.0,11200,개인,10200,하왕십리동,2024-09-15
 ,센트라스,11200-3120,1070,0,2016,개인, , ,"85,000",12,9,2024,중개거래,서울 성동구,40.94,6,1070,1,N, ,왕십리로,410,0,3005011,0,11200,,11200,개인,10200,하왕십리동,2024-09-15
 ,서울숲삼부아파트,11200-20,147,0,1998,개인, , ,"166,000",7,9,2024,중개거래,서울 성동구,84.93,12,147,1,N, ,왕십리로,280,0,3005011,6,11200,0.0,11200,개인,10700,행당동,2024-09-15
 ,신금호파크자이,11200-3086,1,0,2016,개인, , ,"228,000",3,9,2024,중개거래,서울 성동구,114.98,19,1,1,N, ,금호로,173,0,3103001,2,11200,0.0,11200,개인,11000,금호동2가,2024-09-15
 ,왕십리풍림아이원,11200-98,1061,0,2004,개인, , ,"101,000",6,9,2024,중개거래,"서울 서초구, 서울 성동구",59.936,6,1061,1,N, ,난계로,84,0,3100018,2,11200,0.0,11200,개인,10200,하왕십리동,2024-09-15
 ,금호현대,11200-27,98,0,1990,개인, , ,"105,000",7,9,2024,중개거래,"경기 안양시 동안구, 서울 성동구",79.8,1,98,1,N, ,독서당로,377,0,3005014,2,11200,0.0,11200,개인,10800,응봉동,2024-09-15
 ,상기,11200-151,500,7,1976,개인, , ,"75,000",7,9,2024,중개거래,서울 성동구,46.28,3,500-7,1,N, ,금호산9가길,52,0,4109074,1,11200,0.0,11200,개인,11000,금호동2가,2024-09-15
 ,왕십리풍림아이원,11200-98,1061,0,2004,개인, , ,"123,000",7,9,2024,중개거래,서울 성동구,114.928,3,1061,1,N, ,난계로,84,0,3100018,2,11200,0.0,11200,개인,10200,하왕십리동,2024-09-15
 ,상리제나우스,11200-2991,966,18,2013,기타, , ,"12,000",2,9,2024,중개거래,서울 성동구,12.84,3,966-18,1,N, ,무학봉28길,5,0,4109274,1,11200,0.0,11200,개인,10200,하왕십리동,2024-09-15
 ,대림e-편한세상,11200-18,347,0,2000,개인, , ,"106,000",4,9,2024,직거래, ,114.94,7,347,1,N, ,행당로,79,0,3103006,1,11200,0.0,11200,개인,10700,행당동,2024-09-15
 ,성동상가,11200-2562,336,2,1978,개인, , ,"157,000",6,9,2024,중개거래,서울 성동구,59.21,4,336-2,1,N, ,성덕정15길,12,0,4109326,1,11200,0.0,11200,개인,11500,성수동2가,2024-09-15
 ,서울숲르씨엘,11200-3253,1555,0,2023,개인, , ,"140,000",7,9,2024,중개거래,서울 성동구,84.0492,8,1555,1,N, ,독서당로46길,34,0,4109089,1,11200,,11200,개인,11200,금호동4가,2024-09-15
 ,강변현대,11200-67,400,0,1994,개인, , ,"233,000",6,9,2024,중개거래,서울 성동구,81.8,7,400,1,N, ,둘레11길,1,0,4109129,1,11200,0.0,11200,개인,11500,성수동2가,2024-09-15
 ,서울숲푸르지오,11200-2820,340,0,2007,개인, , ,"147,000",7,9,2024,중개거래,서울 성동구,59.9,7,340,1,N, ,금호로,15,0,3103001,3,11200,0.0,11200,개인,11200,금호동4가,2024-09-15
 ,힐스테이트서울숲리버,11200-3158,1553,0,2018,개인, , ,"205,000",6,9,2024,중개거래,"서울 성동구, 서울 중구",84.88,8,1553,1,N, ,독서당로,344,0,3005014,0,11200,,11200,개인,11200,금호동4가,2024-09-15
 ,서울숲푸르지오,11200-2820,340,0,2007,개인, , ,"204,000",5,9,2024,중개거래,서울 성동구,114.8,1,340,1,N, ,금호로,15,0,3103001,3,11200,0.0,11200,개인,11200,금호동4가,2024-09-15
 ,브라운스톤금호,11200-2789,1507,0,2007,개인, , ,"150,000",1,9,2024,중개거래,서울 성동구,84.838,8,1507,1,N, ,매봉길,24,0,4109229,1,11200,0.0,11200,개인,11200,금호동4가,2024-09-15
 ,금호한신,11200-2691,1662,0,2005,개인, , ,"99,500",2,9,2024,중개거래,"경기 용인시 수지구, 서울 성동구",59.99,7,1662,1,N, ,금호산길,27,0,4109077,2,11200,0.0,11200,개인,11100,금호동3가,2024-09-15
 ,서울숲푸르지오,11200-2820,340,0,2007,개인, , ,"170,000",2,9,2024,중개거래,서울 성동구,59.99,17,340,1,N, ,금호로,15,0,3103001,3,11200,0.0,11200,개인,11200,금호동4가,2024-09-15
 ,강촌,11170-35,402,0,1998,개인, , ,"248,000",11,9,2024,중개거래,서울 용산구,114.595,12,402,1,N, ,이촌로87길,13,0,4106296,1,11170,,11170,개인,12900,이촌동,2024-09-15
 ,남산타운,11140-28,844,0,2002,개인, , ,"162,200",12,9,2024,직거래, ,114.88,6,844,1,N, ,다산로,32,0,3101014,1,11140,0.0,11140,개인,16200,신당동,2024-09-15
 ,약수하이츠,11140-37,842,0,1999,개인, , ,"143,000",7,9,2024,중개거래,서울 중구,114.92,11,842,1,N, ,동호로10길,30,0,4103078,1,11140,0.0,11140,개인,16200,신당동,2024-09-15
 ,청구e편한세상,11140-1144,852,0,2011,개인, , ,"155,000",1,9,2024,중개거래,"대구 달서구, 서울 중구",84.95,12,852,1,N, ,청구로,64,0,3101008,1,11140,0.0,11140,개인,16200,신당동,2024-09-15
 ,삼성래미안,11680-331,91,5,2001,개인, , ,"270,000",5,9,2024,중개거래,서울 강남구,84.89,9,91-5,1,N, ,남부순환로,2803,0,2000003,3,11680,0.0,11680,개인,11800,도곡동,2024-09-15
 ,한보미도맨션2,11680-481,511,0,1985,개인, , ,"310,000",3,9,2024,중개거래,서울 강남구,84.96,2,511,1,N, ,삼성로,150,0,3122005,4,11680,0.0,11680,개인,10600,대치동,2024-09-15
 ,역삼래미안,11680-3621,757,0,2005,개인, , ,"180,000",12,9,2024,직거래, ,59.4,17,757,1,N, ,선릉로69길,19,0,4166489,1,11680,0.0,11680,개인,10100,역삼동,2024-09-15
 ,대우디오빌,11680-560,952,0,2004,개인, , ,"26,500",3,9,2024,직거래, ,25.89,11,952,1,N, ,강남대로,256,0,2102001,5,11680,0.0,11680,개인,11800,도곡동,2024-09-15
 ,동현아파트1~6,11680-121,105,0,1985,개인, , ,"310,000",2,9,2024,중개거래,서울 강남구,150.04,6,105,1,N, ,언주로146길,18,0,4166582,1,11680,0.0,11680,개인,10800,논현동,2024-09-15
 ,대우디오빌,11680-560,952,0,2004,개인, , ,"25,800",5,9,2024,중개거래,서울 강남구,25.89,15,952,1,N, ,강남대로,256,0,2102001,5,11680,0.0,11680,개인,11800,도곡동,2024-09-15
 ,"쌍용대치아파트1동,2동,3동,5동,6동",11680-373,66,0,1983,개인, , ,"268,000",5,9,2024,중개거래,서울 강남구,83.56,5,66,1,N, ,영동대로,210,0,2122002,4,11680,0.0,11680,개인,10600,대치동,2024-09-15
 ,한양1차(영동한양),11680-378,490,0,1977,개인, , ,"257,000",5,9,2024,중개거래,서울 강남구,49.98,7,490,1,N, ,압구정로,321,0,3122007,3,11680,0.0,11680,개인,11000,압구정동,2024-09-15
 ,강남자곡 힐스테이트,11680-4375,619,0,2015,개인, , ,"120,000",8,9,2024,중개거래,서울 강남구,84.05,3,619,1,N, ,자곡로3길,21,0,4166878,1,11680,0.0,11680,개인,11200,자곡동,2024-09-15
 ,삼환(101동),11680-41,10,0,1999,개인, , ,"230,000",11,9,2024,중개거래,서울 강남구,114.97,4,10,1,N, ,학동로77길,49,0,4166819,1,11680,0.0,11680,개인,10400,청담동,2024-09-15
 ,래미안그레이튼(진달래2차),11680-3905,762,3,2010,개인, , ,"320,000",2,9,2024,중개거래,서울 강남구,120.37,19,762-3,1,N, ,도곡로43길,21,0,4166233,1,11680,0.0,11680,개인,10100,역삼동,2024-09-15
 ,신동아(22),11680-109,22,0,1997,개인, , ,"89,999",2,9,2024,중개거래,"서울 강남구, 서울 서초구",35.73,4,22,1,N, ,강남대로146길,28,0,4166019,1,11680,0.0,11680,개인,10800,논현동,2024-09-15
 ,"현대6차(78~81,83,84,86,87동)",11680-420,456,0,1978,개인, , ,"668,000",6,9,2024,중개거래,서울 강남구,157.36,12,456,1,N, ,압구정로,201,0,3122007,3,11680,0.0,11680,개인,11000,압구정동,2024-09-15
 ,삼성동롯데아파트,11680-168,17,0,2000,개인, , ,"227,000",9,9,2024,중개거래,서울 강남구,84.87,20,17,1,N, ,학동로,432,0,3122011,2,11680,0.0,11680,개인,10500,삼성동,2024-09-15
 ,삼성동롯데아파트,11680-168,17,0,2000,개인, , ,"185,000",9,9,2024,중개거래,서울 강남구,59.4,19,17,1,N, ,학동로,432,0,3122011,2,11680,0.0,11680,개인,10500,삼성동,2024-09-15
 ,강남센트럴아이파크,11680-5056,902,0,2022,개인, , ,"430,000",8,9,2024,중개거래,"서울 강남구, 서울 용산구",125.413,14,902,1,N, ,테헤란로44길,26,0,4166740,1,11680,,11680,개인,10100,역삼동,2024-09-15
101동,논현아이파크,11680-4911,225,6,2020,개인, , ,"155,000",9,9,2024,중개거래,서울 강남구,59.75,15,225-6,1,N,24.09.10,언주로,615,0,3005086,0,11680,0.0,11680,개인,10800,논현동,2024-09-15
 ,"현대14차(203,204,205,206동)",11680-428,447,0,1987,개인, , ,"470,000",6,9,2024,중개거래,서울 강남구,84.98,10,447,1,N, ,압구정로29길,57,0,4166514,1,11680,0.0,11680,개인,11000,압구정동,2024-09-15
 ,대치푸르지오발라드,11680-5271,176,2,2024,개인, , ,"91,086",6,9,2024,직거래, ,35.1099,2,176-2,1,N, ,개포로,407,0,3122001,0,11680,0.0,11680,법인,10300,개포동,2024-09-15
 ,대치푸르지오발라드,11680-5271,176,2,2024,법인, , ,"171,666",3,9,2024,직거래, ,59.9957,11,176-2,1,N, ,개포로,407,0,3122001,0,11680,0.0,11680,법인,10300,개포동,2024-09-15
 ,대치푸르지오발라드,11680-5271,176,2,2024,개인, , ,"108,018",6,9,2024,직거래, ,41.3882,8,176-2,1,N, ,개포로,407,0,3122001,0,11680,0.0,11680,법인,10300,개포동,2024-09-15
 ,대치푸르지오발라드,11680-5271,176,2,2024,개인, , ,"167,790",6,9,2024,직거래, ,59.4152,10,176-2,1,N, ,개포로,407,0,3122001,0,11680,0.0,11680,법인,10300,개포동,2024-09-15
 ,레미안삼성1차(101동),11680-3632,104,10,2005,개인, , ,"225,000",3,9,2024,중개거래,서울 강남구,84.98,5,104-10,1,N, ,영동대로114길,56,0,4166678,1,11680,0.0,11680,개인,10500,삼성동,2024-09-15
 ,삼성동힐스테이트 1단지,11680-3834,16,2,2008,개인, , ,"285,000",3,9,2024,중개거래,"경기 성남시 분당구, 서울 강남구",84.236,21,16-2,1,N, ,학동로68길,29,0,4166816,1,11680,0.0,11680,개인,10500,삼성동,2024-09-15
 ,대우아이빌명문가(891-23),11680-530,891,23,2004,개인, , ,"29,000",2,9,2024,중개거래,"서울 강남구, 서울 서초구",33.06,11,891-23,1,N, ,선릉로90길,56,0,4166499,1,11680,0.0,11680,개인,10600,대치동,2024-09-15
 ,미성1차,11680-385,414,0,1982,개인, , ,"375,000",2,9,2024,중개거래,서울 강남구,105.65,9,414,1,N, ,압구정로11길,17,0,4166507,1,11680,0.0,11680,개인,11000,압구정동,2024-09-15
 ,한일,11680-195,48,0,2001,개인, , ,"150,000",2,9,2024,중개거래,서울 강남구,55.34,8,48,1,N, ,봉은사로73길,23,0,4166377,1,11680,0.0,11680,개인,10500,삼성동,2024-09-15
 ,래미안삼성2차,11680-3732,7,3,2007,개인, , ,"390,000",2,9,2024,중개거래,서울 강남구,164.72,8,7-3,1,N, ,선릉로130길,20,0,4166458,1,11680,0.0,11680,개인,10500,삼성동,2024-09-15
 ,"쌍용대치아파트1동,2동,3동,5동,6동",11680-373,66,0,1983,개인, , ,"268,600",5,9,2024,중개거래,서울 강남구,83.56,12,66,1,N, ,영동대로,210,0,2122002,4,11680,0.0,11680,개인,10600,대치동,2024-09-15
 ,경희궁자이(2단지),11110-2445,199,0,2017,개인, , ,"170,500",7,9,2024,중개거래,"서울 양천구, 서울 종로구",59.8655,2,199,1,N, ,송월길,99,0,4100192,1,11110,,11110,개인,17900,홍파동,2024-09-15
